,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price,year_of_construction,object_type,have_loggia,parking_type,living_meters,kitchen_meters,ceiling_height,district,street,underground,residential_complex,square_price
7674,ДОМОФОН,real_estate_agent,Химки,sale,flat,8,9,2,50.6,9200000.0,1987,Вторичка,1 лоджия,Наземная,27.8,7.5,2.8,unknown,Куркинское шоссе,Планерная,unknown,181818.18181818182
7676,Николай Ларионов,realtor,Химки,sale,flat,5,5,2,60.2,11050000.0,1954,Вторичка,1 балкон,Наземная,32.0,11.0,3.0,unknown,Ленинградская ,Химки,unknown,183554.8172757475
7677,Светлана Иванова,realtor,Химки,sale,flat,3,14,2,52.2,9800000.0,1975,Вторичка,1 лоджия,unknown,34.0,9.0,2.7,unknown,Зеленая ,Левобережная,unknown,187739.46360153257
7678,1-й ДСК,developer,Химки,sale,flat,16,16,2,50.6,11167420.0,2026,Новостройка,1 балкон,Подземная,23.0,11.4,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,220700.0
7680,Маргарита Грачева,realtor,Химки,sale,flat,5,5,3,55.0,7500000.0,1965,Вторичка,1 балкон,Наземная,40.0,6.0,2.77,unknown, Розы Люксембург,Химки,unknown,136363.63636363635
7682,ГОРОБМЕН,real_estate_agent,Химки,sale,flat,6,13,2,52.4,10300000.0,2003,Вторичка,1 лоджия,Наземная,33.0,9.0,2.7,unknown, Панфилова,Химки,unknown,196564.8854961832
7683,Светлана Скоморохова,realtor,Химки,sale,flat,3,4,2,44.7,5999000.0,1965,Вторичка,1 балкон,Наземная,29.0,6.5,2.65,unknown,Первомайская ,Сходня,unknown,134205.81655480983
7686,Greenfield Consult,real_estate_agent,Химки,sale,flat,3,16,2,38.0,7300000.0,2019,Вторичка,1 лоджия,Наземная,22.0,7.0,2.85,unknown,проезд Тепличный,Новоподрезково,Химки 2019,192105.26315789475
7687,1-й ДСК,developer,Химки,sale,flat,2,17,2,51.9,10546080.0,2026,Новостройка,1 балкон,Подземная,21.1,10.4,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,203200.0
7688,Алексей Сиренко,realtor,Химки,sale,flat,13,13,2,56.4,11300000.0,2001,Вторичка,1 лоджия,Наземная,29.7,11.2,2.67,unknown, Панфилова,Химки,unknown,200354.60992907803
7690,ID 26742302,realtor,Химки,sale,flat,3,13,3,78.3,14200000.0,1995,Вторичка,1 лоджия,Наземная,52.0,8.0,3.0,unknown,проспект Мельникова,Молжаниново,unknown,181353.76756066413
7693,Самолет,developer,Химки,sale,flat,12,17,3,77.13,13237493.0,2025,Новостройка,1 балкон,Открытая,49.6,5.0,3.0,unknown,unknown,Хлебниково,Квартал Ивакино ЖК,171625.73577077664
7694,Метриум Премиум - отдел вторичной недвижимости,real_estate_agent,Химки,sale,flat,8,12,2,51.0,7000000.0,1980,Вторичка,1 лоджия,Наземная,28.0,6.0,2.6,unknown, Мичурина,Сходня,unknown,137254.9019607843
7696,Самолет,developer,Химки,sale,flat,15,17,3,78.45,13310827.0,2024,Новостройка,unknown,Открытая,41.3,12.5,3.0,unknown,unknown,Шереметьевская,Квартал Ивакино ЖК,169672.746972594
7698,Ольга Завьялова,realtor,Химки,sale,flat,3,5,2,61.0,9900000.0,2020,Вторичка,unknown,Наземная,39.0,10.4,2.8,unknown, Ивановская,Молжаниново,Новогорск Парк,162295.0819672131
7699,Самолет,developer,Химки,sale,flat,2,17,2,52.83,13269199.0,2024,Новостройка,unknown,Открытая,28.4,10.3,3.0,unknown,unknown,Шереметьевская,Квартал Ивакино ЖК,251167.87809956464
7701,ОГРК,real_estate_agent,Химки,sale,flat,7,17,2,69.0,10000000.0,2014,Вторичка,2 лоджии,Открытая,30.7,10.0,3.0,unknown, Мичурина,Сходня,Мичуринский квартал,144927.53623188406
7702,Самолет,developer,Химки,sale,flat,13,17,3,78.56,13724196.0,2025,Новостройка,unknown,Открытая,41.4,12.5,3.0,unknown,unknown,Хлебниково,Квартал Ивакино ЖК,174696.99592668025
7703,CENTURY 21 Перспектива,real_estate_agent,Химки,sale,flat,3,5,2,42.4,5550000.0,1964,Вторичка,1 балкон,Наземная,30.0,7.0,2.7,unknown, Мира,Подрезково,unknown,130896.22641509434
7704,Квартет-М,real_estate_agent,Химки,sale,flat,4,5,2,40.7,6199999.0,1966,Вторичка,1 балкон,Наземная,28.0,6.0,2.5,unknown, Мичурина,Химки,unknown,152334.12776412774
7705,Самолет,developer,Химки,sale,flat,8,17,2,59.59,9964342.0,2025,Новостройка,unknown,Открытая,37.9,6.9,3.0,unknown,unknown,Хлебниково,Квартал Ивакино ЖК,167215.00251720086
7706,ID 156198,realtor,Химки,sale,flat,1,9,2,44.2,7850000.0,1981,Вторичка,1 лоджия,Наземная,29.0,7.0,2.64,unknown,Куркинское шоссе,Сходненская,unknown,177601.8099547511
7707,Риэлти-Город,real_estate_agent,Химки,sale,flat,11,17,2,52.0,9450000.0,1998,Вторичка,1 лоджия,unknown,29.0,8.5,2.64,unknown,Молодежная ,Сходненская,unknown,181730.76923076922
7708,Самолет,developer,Химки,sale,flat,15,17,3,78.14,13328191.0,2024,Новостройка,unknown,Открытая,41.4,12.5,3.0,unknown,unknown,Хлебниково,Квартал Ивакино ЖК,170568.0957256207
7709,ID 28614,realtor,Химки,sale,flat,9,16,2,51.9,8200000.0,1984,Вторичка,unknown,Наземная,31.6,9.9,2.6,unknown,тупик 2-й Мичуринский,Сходня,unknown,157996.1464354528
7710,Татьяна Шиллинг,realtor,Химки,sale,flat,4,5,2,44.3,7700000.0,1960,Вторичка,1 балкон,Наземная,29.4,6.0,2.7,unknown, Маяковского,Химки,unknown,173814.89841986456
7715,ID 118317570,unknown,Химки,sale,flat,5,25,3,76.0,14750000.0,2006,Вторичка,1 лоджия,Наземная,22.0,10.3,2.75,unknown,проспект Мельникова,Молжаниново,unknown,194078.94736842104
7716,Станислав Ермолаев,realtor,Химки,sale,flat,7,9,2,45.5,7600000.0,2015,Вторичка,1 лоджия,Наземная,26.7,10.1,2.75,unknown, Германа Титова,Химки,Солнечная система,167032.96703296702
7720,ID 116819685,homeowner,Химки,sale,flat,13,17,2,56.0,9200000.0,2003,Вторичка,1 лоджия,Наземная,33.5,9.2,2.75,unknown,Вишневая ,Сходня,unknown,164285.7142857143
7721,1-й ДСК,developer,Химки,sale,flat,2,7,3,69.5,13635900.0,2026,Новостройка,1 балкон,Подземная,29.9,9.3,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,196200.0
7723,КС-Риэлти,real_estate_agent,Химки,sale,flat,2,5,2,43.5,7700000.0,1962,Вторичка,1 балкон,Наземная,28.4,6.0,2.77,unknown,Первомайская ,Химки,unknown,177011.49425287356
7724,1-й ДСК,developer,Химки,sale,flat,2,16,2,60.4,11850480.0,2026,Новостройка,1 балкон,Подземная,24.0,13.6,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,196200.0
7725,ID 21830155,homeowner,Химки,sale,flat,7,17,2,41.0,9000000.0,2016,Вторичка,1 лоджия,Подземная,24.0,6.0,2.8,unknown, Германа Титова,Химки,Солнечная система,219512.19512195123
7726,Империя,real_estate_agent,Химки,sale,flat,4,5,2,45.0,7900000.0,2014,Вторичка,1 балкон,Наземная,30.0,6.0,2.7,unknown, Ватутина,Химки,unknown,175555.55555555556
7731,Олеся Захарова,realtor,Химки,sale,flat,14,18,2,55.0,8700000.0,2019,Вторичка,1 балкон,Наземная,22.0,8.7,2.8,unknown, Микояна,Сходня,unknown,158181.81818181818
7734,Евгений Пилюгин,realtor,Химки,sale,flat,2,9,3,64.0,9990000.0,1979,Вторичка,1 балкон,Наземная,38.0,10.0,2.6,unknown,9 Мая ,Молжаниново,unknown,156093.75
7736,Людмила Виноградова,realtor,Химки,sale,flat,15,25,3,77.0,11500000.0,2008,Вторичка,"1 лоджия, 1 балкон",unknown,22.0,10.0,2.66,unknown,Молодежная ,Молжаниново,unknown,149350.64935064936
7738,ID 107097062,homeowner,Химки,sale,flat,14,17,2,54.6,10500000.0,2017,Вторичка,1 балкон,Наземная,22.0,9.5,2.6,unknown, Германа Титова,Химки,Две столицы,192307.6923076923
7739,ГОРОБМЕН,real_estate_agent,Химки,sale,flat,3,12,2,49.0,9900000.0,2014,Вторичка,1 балкон,unknown,29.6,8.2,2.7,unknown, Гоголя,Химки,unknown,202040.81632653062
7740,1-й ДСК,developer,Химки,sale,flat,2,16,3,62.0,14690177.0,2027,Новостройка,1 балкон,Подземная,37.1,7.8,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,236938.33870967742
7741,Анна Шутова,realtor,Химки,sale,flat,5,5,2,42.3,8700000.0,1961,Вторичка,1 балкон,Наземная,26.0,6.0,2.7,unknown,Кольцевая ,Химки,unknown,205673.75886524824
7743,Рида,real_estate_agent,Химки,sale,flat,7,9,3,50.0,8950000.0,1976,Вторичка,1 балкон,unknown,34.0,5.0,2.64,unknown,Куркинское шоссе,Химки,unknown,179000.0
7744,1-й ДСК,developer,Химки,sale,flat,3,16,2,50.4,10518480.0,2026,Новостройка,1 балкон,Подземная,21.4,11.7,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,208700.0
7745,Империя,real_estate_agent,Химки,sale,flat,6,9,3,57.5,10100000.0,2014,Вторичка,1 лоджия,Наземная,36.7,6.1,2.7,unknown, Строителей,Химки,unknown,175652.1739130435
7746,ДИАЛЬ-НЕДВИЖИМОСТЬ,real_estate_agent,Химки,sale,flat,5,17,2,65.0,10990000.0,2017,Вторичка,1 лоджия,Наземная,36.0,16.0,2.8,unknown, 1-я Лесная,Новоподрезково,unknown,169076.92307692306
7747,1-й ДСК,developer,Химки,sale,flat,4,17,2,47.0,10575000.0,2027,Новостройка,1 балкон,Подземная,22.0,7.7,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,225000.0
7748,МИЭЛЬ,real_estate_agent,Химки,sale,flat,12,17,3,75.5,10400000.0,1982,Вторичка,2 балкона,unknown,46.0,10.5,2.7,unknown, Марии Рубцовой,Молжаниново,unknown,137748.34437086093
7749,Анна Смирнова,realtor,Химки,sale,flat,2,8,2,44.7,7700000.0,2013,Вторичка,1 балкон,unknown,26.1,8.2,2.8,unknown, Летчика Ивана Федорова,Шереметьевская,Город набережных,172259.5078299776
7751,ИП Шакарян Э.А.,real_estate_agent,Химки,sale,flat,1,17,2,56.1,9600000.0,2000,Вторичка,unknown,Наземная,22.0,11.0,2.7,unknown,Молодежная ,Сходненская,unknown,171122.9946524064
7752,Лариса Маркова,realtor,Химки,sale,flat,5,5,2,43.4,7250000.0,1967,Вторичка,1 балкон,Наземная,28.2,6.8,2.6,unknown, Пожарского,Левобережная,unknown,167050.69124423963
7754,Наталья Иванова,realtor,Химки,sale,flat,4,5,2,35.0,6500000.0,1964,Вторичка,1 балкон,Наземная,22.9,5.0,2.5,unknown, Мичурина,Химки,unknown,185714.2857142857
7756,Ольга Токарева,realtor,Химки,sale,flat,5,5,3,55.3,9499999.0,1967,Вторичка,1 балкон,Наземная,38.7,5.7,2.64,unknown, Кирова,Химки,unknown,171790.2169981917
7757,Елена Ясенева,realtor,Химки,sale,flat,6,12,2,57.0,9300000.0,1990,Вторичка,1 лоджия,Наземная,34.0,12.5,2.7,unknown,Юбилейный проспект,Химки,unknown,163157.8947368421
7758,1-й ДСК,developer,Химки,sale,flat,14,17,3,69.3,14656950.0,2027,Новостройка,1 балкон,Подземная,37.7,8.5,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,211500.0
7759,СвойДом,real_estate_agent,Химки,sale,flat,4,5,2,42.8,8500000.0,1961,Вторичка,1 балкон,Наземная,32.0,7.0,2.6,unknown,Московская ,Химки,unknown,198598.1308411215
7760,СвойДом,real_estate_agent,Химки,sale,flat,4,12,2,50.5,10300000.0,1989,Вторичка,1 лоджия,Наземная,33.0,9.0,2.6,unknown, Энгельса,Химки,unknown,203960.39603960395
7761,ИНКОМ-Недвижимость,real_estate_agent,Химки,sale,flat,3,5,3,55.8,6200000.0,2014,Вторичка,1 балкон,unknown,40.3,5.7,2.7,unknown, Тюкова,Сходня,unknown,111111.11111111112
7762,1-й ДСК,developer,Химки,sale,flat,12,17,3,74.1,14422824.0,2026,Новостройка,1 балкон,Подземная,33.3,14.9,2.72,unknown,unknown,Хлебниково,1-й Химкинский ЖК,194640.00000000003
7763,Этажи Москва,real_estate_agent,Химки,sale,flat,7,9,2,44.3,8800000.0,1973,Вторичка,unknown,unknown,22.0,9.0,2.64,unknown,Аптечная ,Химки,unknown,198645.59819413093
7765,Александр Дроздов,realtor,Химки,sale,flat,5,5,2,42.4,7599999.0,1967,Вторичка,1 балкон,unknown,26.4,5.0,2.64,unknown, Кирова,Химки,unknown,179245.25943396226
7766,На Петровке,real_estate_agent,Химки,sale,flat,2,17,2,56.5,9700000.0,2015,Вторичка,1 балкон,Подземная,26.2,8.2,2.7,unknown, Германа Титова,Химки,Солнечная система,171681.41592920353
7768,Наталья Полякова,realtor,Химки,sale,flat,2,4,2,44.0,10620009.0,2014,Вторичка,unknown,Наземная,22.8,11.0,2.8,unknown, Ивановская,Молжаниново,Новогорск Парк,241363.8409090909
7769,Ольга Титова,realtor,Химки,sale,flat,7,9,3,56.0,10100000.0,1970,Вторичка,1 балкон,Наземная,40.0,6.0,2.8,unknown, Нахимова,Левобережная,unknown,180357.14285714287
7773,РИК27,real_estate_agent,Химки,sale,flat,2,5,2,42.6,8000000.0,1963,Вторичка,1 балкон,Наземная,30.0,6.0,2.7,unknown,Московская ,Химки,unknown,187793.42723004695
7775,1-й ДСК,developer,Химки,sale,flat,13,16,2,59.3,14361923.0,2027,Новостройка,1 балкон,Подземная,29.1,12.2,2.84,unknown,unknown,Подрезково,1-й Шереметьевский,242190.94435075886
7777,Татьяна Попова,realtor,Химки,sale,flat,11,23,2,62.0,10300000.0,2013,Вторичка,1 балкон,Наземная,22.0,10.0,2.7,unknown,проспект Мельникова,Молжаниново,Новокуркино,166129.03225806452
7779,Самолет Плюс МСК-Север,real_estate_agent,Химки,sale,flat,1,9,2,52.1,8500000.0,1993,Вторичка,1 балкон,unknown,32.8,7.0,2.6,unknown, Бабакина,Сходненская,unknown,163147.79270633397
